PsyMar	leprechaun	These little fiends are not a big threat, even to unexperienced adventurers. They do little damage and will fall to brute force and magic spells equally well. But they are fast, they can teleport and are able to steal your gold. So always have some means of either securing your cash or killing them quickly.
billnye	leprechaun	They can only teleport if they steal gold from you, or from the floor at your feet.  They can't teleport after stealing gold that's lying on the ground away from you.  So either drop your gold and *step away from it* or stash it away in a sack before fighting them.
Eidolos	leprechaun	A neat trick if you're being chased by a greedy leprechaun is to throw your gold at him. He'll catch it but won't teleport away, but he'll probably stop chasing you.
joshk	leprechaun	Eating one can give you teleportitis.
PsyMar	leprechaun	See also leprechaunflict.
Zeffrin	leprechaun	Eaten: leprechaun   Nutr: 30   Intrinsic: Teleportitis: 50%
Nodey	cha	see {charisma}
spyklops	the_sink_looks_as_good_as_new	Ring of regeneration.
mroth	?oew	Scroll of Enchant Weapon.
SpeedEvil	divination	see {Divination_Spells}
nornagon	vladbane	see {vladsbane}
dasunt	key	An unidentified skeleton key.  See {unlocking_tools}.
jmr	wands	See: http://www.steelypips.org/nethack/343/wan1-343.html and http://www.steelypips.org/nethack/343/wan2-343.html
Poeir	elberth	Far, far less useful than Elbereth.
greycat	omega	Another roguelike, with a sense of humor and references to nethack and other games.  The first roguelike with a "wilderness" mode for between-town travel.
Grognor	invisible_black_light	see {black_light}
Stevie-O	head_oscillates_briefly	You just put on a helmet of opposite alignment.
lorimer	tiles	see {telnet_with_tiles}
lament	tiles	A growing problem among the youth. While considered "cool" by many, tiles will lead to unsightly hair growing on your palms.
Grognor	what_fools_these_mortals_be	see {what_fools_these_mortals}
_bryce	vision_seems_to_flatten	You resisted a hallucination, likely by wielding Grayswandir.
BenUrban	you_feel_worried_about	Your pet is hungry.
greycat	rng	Random Number God.  Kneel before the RNG, mortal!
Mucknert	rng	The cause of our pain, our agony and our never-ending crusade: the Random Number Goddess. Bow before Her or die! Or bow before Her AND die!
joshk	rng	The benevolent deity who gives wishes on dlvl1, and poisoned spiked pits on dlvl2.
jeeves	rng	Random Number Generator. NetHack uses a linear congruential generator, where the new random number R = (previous * A + B) % M. If A, B, and M are suitably chosen, the resulting sequence of numbers can be billions of digits long.
madness	rng	What the RNG giveth, the RNG taketh away.
SpeedEvil	rng	The RNG is loving, caring, vengeful, unpredictable, whimsical, and capricious.  So why do you call it a 'he'? -- Boudewijn Waijers
Eidolos	rng	Rodney's !rng command supports the following: @role, @race, @gender, @align, @char, @player, @coin, @<role> (like !rng @pri) and some synonyms thereof. And dice (such as !rng 3d10).
LordMatthius	rng	The RNG cannot be bribed, apparently.
itsblah	warnings	Option that can be set in your .rc file for warning numbers. Default is '012345', in increasing order of danger.
Patashu	astral_vision	Granted by wearing the Eyes of the Overworld, the monk quest artifact. Gives you x-ray vision with radius 3 that bypasses blindness.
firippu	finger_of_death	Wand of death in spell form.  Instantly kills the living who do not have magic resistance.  Being a ray, it can be reflected, and it can also just plain bounce off a wall and kill you if you do not have MR or reflection.
firippu	finger_of_death	Do NOT zap it at . (yourself) and be sure to aim it, as it will kill you instantly even if you have magic resistance.  Unlike magic missile.
racoontje	racoontje	Feared wielder of the -4 Shkbane. See also: roadkill
Eliah	ring_of_conflict	Makes monsters and peaceful creatures attack each other and you.
rast	ring_of_conflict	Pretty much the best ring in the game.
moussambani	ring_of_conflict	Or not.
scwizard	ring_of_conflict	A good candidate for the best ring in the game
BenUrban	ring_of_conflict	When eaten, it confers the conflict intrinsic, as well as the normal hunger that you would get from the ring.
ylmson_	multishot	Projectiles that allows multishot: missiles fired from a launcher, or thrown using dart, dagger, or shuriken skill.
paxed	prayconfirm	Configuration option.  Prompt for confirmation before praying.
paxed	centaur	Centaurs come in 3 varieties, in order of difficulty: plains centaur, forest centaur and mountain centaur.
paxed	centaur	50% of the time plains and mountain centaurs have a crossbow and crossbow bolts, forest centaur has a bow and arrows.
Greentryst	this_tastes_like_dandelion_wine	You quaffed a potion of booze while hallucinating.
dasunt	blue_and_green_shield	see {elven_shield}
kerio	kerio	see {troll}
kerio	kerio	<sp3ctum> oh you're right kerio
GreyKnight	doesn't_like_your_taste	Monsters with digest attacks don't like it when you wear rings of slow digestion...
GreyKnight	doesn't_like_your_taste	Only applies to engulfing monsters that actually try to *digest* you. Vortices, elementals, etc, are not affected.
dasunt	\	Dungeon feature: '\'  An opulent throne to #sit on.
dasunt	\	Command: '\'  List what objects have been discovered and what their appearance is.
azgor	you_are_feeling_mildly_nauseated	You just ate dog food (tripe).  Apply a unihorn, unless you're trying to become confused.
[Sec]	you_are_feeling_mildly_nauseated	Or you just ate a rotten egg. You will become Confused and Stunned in a few rounds, then vomit, and feel better shortly afterwards.
Ian-Keith	hsrt	"Holy Shit Real Thing!", also known as the -real- Amulet of Yendor.
I3rian	skill_slots	The number of slots required to attain levels of skill are: 1 for unskilled to basic, 2 for basic to skilled, and 3 for skilled to expert.
Duke-	skill_slots	For martial arts, bare-handed combat, and riding skills this is different: it takes 1 slot to advance unskilled to basic and basic to skilled, 2 for skilled to expert and expert to master, and 3 for master to grand master.
I3rian	skill_slots	For magic spells, it's also different. Advancing from unskilled to basic or basic to skilled costs 1 slot. Going from skilled to expert costs 2 slots.
Eidolos	skill_slots	You get one skill slot per experience level, so spend them wisely! If you misspent them, you can drain your experience level to unenhance the bad skills, then enhance the ones you want after you level back up.
paxed	gargoyle	Speed 10, AC -4, stoning resistant, does 2d6 + 2d6 + 2d4 damage.
Zeffrin	gargoyle	Eaten: gargoyle   Nutr: 200
Feory	die	What you try to not do.
SomeoneElseYes	die	What most people in NetHack end up doing.
Zawk	die	The singular form of dice.
paxed	golden_naga	Speed 14, AC 2, Magic resistance 70%, Poison resistant and can grant it.  Does damage in melee for 2d6 and can cast spells for 4d6.
Zeffrin	golden_naga	Eaten: golden naga   Nutr: 400   Intrinsic: Poison: 67%
paxed	windowtype	Configuration option. Select which windowing system to use, such as "tty" or "x11".  Cannot be set in-game.
I3rian	#nethack:sdsm?	Silver dragon scale mail.
kerio	#nethack:!botsmack	see {#nethack:!tod}
mathx	drain_for_prot	A dangerous technique of getting to the VotD with a ton of loot (Ludios etc) and having a kindly wraith drain you back down to level 1, at which point you then turn your drain protection back on suddenly, kill the wraith and chat the VoD priest.
mathx	drain_for_prot	Suggested that you notch up your bedposts with a number of nurse encounters BEFORE trying this, so you have a healthy, say, 80HP at level 1. Added bonus: leveling back up with your probably-18-Con-by-now character gets you even more max hp. You also get to fix all those silly skill slot choices you made 30k turns ago. Used by mathx, et al.
mathx	drain_for_prot	It gets boring #ch<cr><space>400<cr>'ing each time you donate, so make a macro. Wield a creampie or a !o*Heal tho incase your macro messes up when something happens, cuz this one time, I, uh...</wiggum>
mathx	drain_for_prot	nice to wear a -ve =Con for the drain, and +ve for the relevelling up, lose fewer hp going down, gain more going up...
mathx	drain_for_prot	But BEWARE http://methpilot.ath.cx/yasd/?202
doy	z-score	Your Z score is this avg rank/sqrt(#games)
JoshJ	z-score	Your Z Score is the sum of your sub Z Scores for each role. Your sub Z Score for a role is the number of times you've ascended that role, with a twist. The first ascension in a role is worth 1 point, the next 1/2 points, the next 1/3 points, and so on.
Zeffrin	baby_orange_dragon	Eaten: baby orange dragon     Nutr: 500
Thvor	book_store	Book stores are run by shopkeepers named: Skibbereen, Kanturk, Rath Luirc, Ennistymon, Lahinch, Kinnegad, Lugnaquillia, Enniscorthy, Gweebarra, Kittamagh, Nenagh, Sneem, Ballingeary, Kilgarvan, Cahersiveen, Glenbeigh, Kilmihil, Kiltamagh, Droichead Atha, Inniscrone, Clonegal, Lisnaskea, Culdaff, Dunfanaghy, Inishbofin, and Kesh.
Violist	square_robin	see {RoundRobin}
GreyMario	vulgar_polearm	see {partisan}
tsuteiuQ	blue_jelly	Effectively a stronger version of the brown mold.
tsuteiuQ	blue_jelly	Eating its corpse can grant cold resistance or poison resistance.
tsuteiuQ	blue_jelly	If a blue jelly inflicts enough [passive] damage, it will multiply.
jmr	blue_jelly	The corpse is vegan.
Zeffrin	blue_jelly	Eaten: blue jelly   Nutr: 20 V!   Intrinsic: Cold: 13%, Poison: 13%
paxed	gnomish_mines	This is the first separate branch in the Dungeons of Doom and visually very different from the dungeons, consisting of 8 or 9 levels, going downwards.  The stairway is located between levels 2 and 4 of the DoD.  See Minetown.
greycat	gnomish_mines	The bottom level of the gnomish mines has a guaranteed luckstone (usually behind a secret door or buried in a huge rock-filled area which must be excavated).
Zealot	gnomish_mines	Loadstones will still appear at the bottom level of the Gnomish mines, so give gray stones the kick test before picking them up.
Rapidfire	gnomish_mines	Traps abound, so inappropriately-difficult monsters might prompt you to step lightly for fear of polymorph traps. (Then again, it could just be a shape-shifter.)
paxed	stack_splitting	To split a stack of objects into two, name the stack, drop some of the objects with d3a for example, then name the rest differently, and pick up the objects you dropped.  Now you have 2 stacks that do not merge.
dasunt	turquoise	A rare soft green or blue gem worth 2000 zorkmids.
dasunt	turquoise	In the main dungeon, turquoise usually won't be seen above dungeon level 7.
GreyKnight	ypaya	You People And Your Acronyms
BenUrban	leprechaunflict	Getting a leprechaun to repeatedly steal from a priest.
BenUrban	leprechaunflict	This is best done with a pet leprechaun, but it can be done with hostile leprechauns, and usually requires a ring of conflict.
raxvulpine	leprechaunflict	A leprechaun's attack will steal gold from its target. To repeatedly rebuy protection, put leprechauns -- tame means you can whistle them back -- in the same room as a priest, and then cause conflict. The leprechauns (if they don't die first) will steal zorkmids from the priest, and then teleport away.
raxvulpine	leprechaunflict	The Valley of the Dead is no-teleport, but getting a horde of leprechauns there may be tricky; try a cursed scroll of genocide and some source of taming.
braindancer	rondey	Take off those gloves of fumbling.
